"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","VEHICLE_ID","VEHICLE_YEAR_MANUF","VEHICLE_BODY_STYLE","VEHICLE_MAKE","Vehicle Type Desc","SEX","AGE","Age Group","Road User Type Desc"
"T20190019632","8/10/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",2,60,"A",2005,"UTIL","NISSAN","Utility","F",31,"30-39","Drivers"
"T20190019632","8/10/19",11:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",2,60,"B",2016,"WAGON","VOLKS","Station Wagon","M",74,"70+","Drivers"
"T20190019635","8/10/19",10:58:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",3,100,"A",2007,"SEDAN","FORD","Car","F",33,"30-39","Drivers"
"T20190019638","8/10/19",08:17:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,60,"A",2007,"SEDAN","PEUG","Car","F",61,"60-64","Drivers"
"T20190019638","8/10/19",08:17:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,60,"B",2000,"BUS","SCANIA","Bus/Coach","M",32,"30-39","Drivers"
"T20190019642","5/10/19",18:00:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,3,"Cross intersection",3,60,"A",2006,"SEDAN","UNKN","Car","F",48,"40-49","Drivers"
"T20190019642","5/10/19",18:00:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,3,"Cross intersection",3,60,"B",2012,"SEDAN","MAZDA","Car","F",48,"40-49","Drivers"
"T20190019644","24/9/19",16:20:00,"Collision with vehicle","Tuesday","Day",3,4,"Not at intersection",3,80,"A",2006,"WAGON","SUBARU","Station Wagon","M",24,"22-25","Drivers"
"T20190019644","24/9/19",16:20:00,"Collision with vehicle","Tuesday","Day",3,4,"Not at intersection",3,80,"B",2005,"WAGON","HONDA","Station Wagon","M",69,"64-69","Drivers"
"T20190019644","24/9/19",16:20:00,"Collision with vehicle","Tuesday","Day",3,4,"Not at intersection",3,80,"C",2010,"SEDAN","TOYOTA","Car","F",44,"40-49","Drivers"
"T20190019646","26/9/19",15:40:00,"Collision with vehicle","Thursday","Day",2,2,"Unknown",3,70,"A",2015,"SEDAN","TOYOTA","Car","M",57,"50-59","Drivers"
"T20190019646","26/9/19",15:40:00,"Collision with vehicle","Thursday","Day",2,2,"Unknown",3,70,"B",2015,"VAN","MERC B","Panel Van","M",31,"30-39","Drivers"
"T20190019649","31/8/19",00:35:00,"Struck animal","Saturday","Dark No street lights",1,2,"Not at intersection",3,50,"A",2015,"UTIL","HOLDEN","Utility","F",54,"50-59","Drivers"
"T20190019652","8/10/19",13:25:00,"Collision with vehicle","Tuesday","Day",3,4,"Not at intersection",3,80,"A",2002,"HEARSE","FORD","Panel Van","M",63,"60-64","Drivers"
"T20190019652","8/10/19",13:25:00,"Collision with vehicle","Tuesday","Day",3,4,"Not at intersection",3,80,"B",2018,"WAGON","LDV","Station Wagon","M",32,"30-39","Drivers"
"T20190019652","8/10/19",13:25:00,"Collision with vehicle","Tuesday","Day",3,4,"Not at intersection",3,80,"C",2014,"VAN","TOYOTA","Panel Van","M",38,"30-39","Drivers"
"T20190019654","4/10/19",11:30:00,"Collision with vehicle","Friday","Day",2,2,"Multiple intersection",3,60,"A",2004,"SEDAN","FORD","Car","M",81,"70+","Drivers"
"T20190019656","8/10/19",14:35:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,40,"A",2017,"WAGON","HONDA","Station Wagon","F",75,"70+","Drivers"
"T20190019656","8/10/19",14:35:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,40,"B",2001,"SEDAN","HOLDEN","Car","F",40,"40-49","Drivers"
"T20190019659","8/10/19",12:45:00,"Collision with vehicle","Tuesday","Day",2,3,"Not at intersection",3,60,"A",2012,"SEDAN","TOYOTA","Car","M",NA,"unknown","Drivers"
"T20190019660","8/10/19",13:50:00,"Collision with a fixed object","Tuesday","Day",1,1,"Not at intersection",3,100,"A",2007,"C CARR","MITSUB","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","F",18,"17-21","Drivers"
"T20190019661","8/10/19",15:39:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,80,"A",2019,"SEDAN","MAZDA","Car","F",28,"26-29","Drivers"
"T20190019661","8/10/19",15:39:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,80,"B",2013,"UTIL","FORD","Utility","M",22,"22-25","Drivers"
"T20190019662","8/10/19",17:15:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,50,"A",2004,"SEDAN","TOYOTA","Car","M",41,"40-49","Drivers"
"T20190019662","8/10/19",17:15:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,50,"B",2018,"DC UTE","NISSAN","Utility","M",25,"22-25","Drivers"
"T20190019663","8/10/19",14:45:00,"Collision with vehicle","Tuesday","Day",2,3,"T intersection",3,80,"A",1999,"SEDAN","HOLDEN","Car","M",32,"30-39","Drivers"
"T20190019663","8/10/19",14:45:00,"Collision with vehicle","Tuesday","Day",2,3,"T intersection",3,80,"B",2007,"SEDAN","HOLDEN","Car","M",61,"60-64","Drivers"
"T20190019664","8/10/19",17:45:00,"Collision with vehicle","Tuesday","Day",2,5,"T intersection",3,60,"A",2009,"SEDAN","TOYOTA","Car","M",18,"17-21","Drivers"
"T20190019664","8/10/19",17:45:00,"Collision with vehicle","Tuesday","Day",2,5,"T intersection",3,60,"B",2015,"WAGON","NISSAN","Station Wagon","M",42,"40-49","Drivers"
"T20190019665","8/10/19",13:50:00,"Collision with vehicle","Tuesday","Day",3,3,"Unknown",3,80,"A",2011,"SEDAN","TOYOTA","Car","M",56,"50-59","Drivers"
"T20190019665","8/10/19",13:50:00,"Collision with vehicle","Tuesday","Day",3,3,"Unknown",3,80,"B",2014,"S WAG","VOLKS","Station Wagon","F",51,"50-59","Drivers"
"T20190019665","8/10/19",13:50:00,"Collision with vehicle","Tuesday","Day",3,3,"Unknown",3,80,"C",2005,"WAGON","VOLVO","Station Wagon","F",57,"50-59","Drivers"
"T20190019666","8/10/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,3,"T intersection",3,80,"A",2009,"WAGON","HYNDAI","Station Wagon","M",42,"40-49","Drivers"
"T20190019666","8/10/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,3,"T intersection",3,80,"B",2003,"SEDAN","TOYOTA","Car","F",22,"22-25","Drivers"
"T20190019667","8/10/19",13:18:00,"Collision with vehicle","Tuesday","Day",2,6,"T intersection",3,50,"A",0,"SED","TOYOTA","Car","M",34,"30-39","Drivers"
"T20190019667","8/10/19",13:18:00,"Collision with vehicle","Tuesday","Day",2,6,"T intersection",3,50,"B",2019,"WAGON","HONDA","Station Wagon","M",28,"26-29","Drivers"
"T20190019668","8/10/19",15:27:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,60,"A",2019,"UTIL","G WALL","Utility","M",27,"26-29","Drivers"
"T20190019668","8/10/19",15:27:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,60,"B",2005,"SED","TOYOTA","Car","M",56,"50-59","Drivers"
"T20190019670","8/10/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,4,"Not at intersection",3,70,"A",2007,"SEDAN","TOYOTA","Car","M",40,"40-49","Drivers"
"T20190019670","8/10/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,4,"Not at intersection",3,70,"B",2013,"SEDAN","MAZDA","Car","F",35,"30-39","Drivers"
"T20190019674","8/10/19",18:48:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,80,"A",0,"S WAG","NIS","Station Wagon","M",59,"50-59","Drivers"
"T20190019674","8/10/19",18:48:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,80,"B",2007,"SED","TOYOTA","Car","F",45,"40-49","Drivers"
"T20190019675","8/10/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,60,"A",2016,"SEDAN","HONDA","Car","F",71,"70+","Drivers"
"T20190019675","8/10/19",16:00:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,60,"B",2005,"DC UTE","HOLDEN","Utility","M",34,"30-39","Drivers"
"T20190019676","8/10/19",19:15:00,"Collision with a fixed object","Tuesday","Dusk/Dawn",1,1,"Cross intersection",2,50,"A",2003,"SEDAN","FORD","Car","M",29,"26-29","Drivers"
"T20190019680","8/10/19",19:40:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Cross intersection",3,60,"A",2009,"SEDAN","VOLKS","Car","M",28,"26-29","Drivers"
"T20190019680","8/10/19",19:40:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Cross intersection",3,60,"B",2006,"SEDAN","HOLDEN","Car","M",21,"17-21","Drivers"
"T20190019683","8/10/19",21:25:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Not at intersection",3,60,"A",2001,"SEDAN","HONDA","Car","F",32,"30-39","Drivers"
"T20190019684","23/6/19",20:30:00,"Collision with vehicle","Sunday","Dark Street lights on",2,2,"Cross intersection",3,60,"A",2007,"SEDAN","FORD","Car","F",28,"26-29","Drivers"
"T20190019684","23/6/19",20:30:00,"Collision with vehicle","Sunday","Dark Street lights on",2,2,"Cross intersection",3,60,"B",2008,"SEDAN","MAZDA","Car","M",21,"17-21","Drivers"
"T20190019688","8/10/19",23:40:00,"Collision with a fixed object","Tuesday","Dark Street lights on",1,1,"Not at intersection",3,50,"A",2008,"SEDAN","HOLDEN","Car","M",18,"17-21","Drivers"
"T20190019689","9/10/19",03:22:00,"Collision with a fixed object","Wednesday","Dark Street lights on",1,1,"Cross intersection",3,60,"A",2012,"DC UTE","TOYOTA","Utility","M",29,"26-29","Drivers"
"T20190019690","20/6/19",15:45:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,999,"A",2008,"SEDAN","TOYOTA","Car","F",50,"50-59","Drivers"
"T20190019690","20/6/19",15:45:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,999,"B",2013,"SEDAN","SUBARU","Car","M",39,"30-39","Drivers"
"T20190019693","23/9/19",07:55:00,"Collision with vehicle","Monday","Day",2,3,"Cross intersection",3,60,"A",2013,"UTIL","MITSUB","Utility","M",46,"40-49","Drivers"
"T20190019693","23/9/19",07:55:00,"Collision with vehicle","Monday","Day",2,3,"Cross intersection",3,60,"B",2017,"SEDAN","HOLDEN","Car","F",38,"30-39","Drivers"
"T20190019694","9/10/19",06:30:00,"Collision with a fixed object","Wednesday","Dusk/Dawn",1,1,"Not at intersection",3,100,"A",2001,"UTIL","FORD","Utility","M",18,"17-21","Drivers"
"T20190019698","9/10/19",07:45:00,"Collision with vehicle","Wednesday","Dusk/Dawn",2,2,"Not at intersection",3,60,"A",2007,"DC UTE","NISSAN","Utility","M",26,"26-29","Drivers"
"T20190019698","9/10/19",07:45:00,"Collision with vehicle","Wednesday","Dusk/Dawn",2,2,"Not at intersection",3,60,"B",1995,"SEDAN","TOYOTA","Car","M",33,"30-39","Drivers"
"T20190019700","9/10/19",08:35:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"A",2011,"TOURER","AUDI","Car","F",53,"50-59","Drivers"
"T20190019700","9/10/19",08:35:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"B",2005,"TIPPER","KENWTH","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",70,"70+","Drivers"
"T20190019701","3/10/19",14:00:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,70,"A",2007,"SEDAN","MAZDA","Car","F",43,"40-49","Drivers"
"T20190019701","3/10/19",14:00:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,70,"B",2010,"SEDAN","MITSUB","Car","F",49,"40-49","Drivers"
"T20190019702","9/10/19",08:40:00,"Collision with a fixed object","Wednesday","Day",1,2,"Not at intersection",3,888,"A",2017,"SEDAN","TOYOTA","Car","F",37,"30-39","Drivers"
"T20190019705","9/10/19",07:50:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,999,"A",2016,"VAN","FIAT","Panel Van","M",51,"50-59","Drivers"
"T20190019707","23/9/19",23:35:00,"Struck animal","Monday","Dark No street lights",1,1,"Not at intersection",3,80,"A",2006,"SEDAN","MITSUB","Car","M",30,"30-39","Drivers"
"T20190019708","5/9/19",10:50:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"A",0,"S WAG","NIS","Station Wagon","F",23,"22-25","Drivers"
"T20190019708","5/9/19",10:50:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"B",2001,"SEDAN","HYNDAI","Car","F",29,"26-29","Drivers"
"T20190019709","7/10/19",17:00:00,"Collision with vehicle","Monday","Day",2,3,"Not at intersection",3,50,"A",2013,"SEDAN","TOYOTA","Car","M",49,"40-49","Drivers"
"T20190019720","9/10/19",08:24:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",1,100,"A",2019,"WAGON","SUBARU","Station Wagon","M",40,"40-49","Drivers"
"T20190019720","9/10/19",08:24:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",1,100,"B",2001,"SEDAN","HOLDEN","Car","F",20,"17-21","Drivers"
"T20190019721","3/10/19",15:49:00,"Collision with vehicle","Thursday","Day",2,4,"Cross intersection",3,50,"A",2018,"WAGON","SUBARU","Station Wagon","F",44,"40-49","Drivers"
"T20190019721","3/10/19",15:49:00,"Collision with vehicle","Thursday","Day",2,4,"Cross intersection",3,50,"B",2008,"SEDAN","MAZDA","Car","F",73,"70+","Drivers"
"T20190019723","9/10/19",12:26:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,100,"A",2013,"WAGON","FORD","Station Wagon","M",35,"30-39","Drivers"
"T20190019726","9/10/19",09:42:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,999,"A",2018,"WAGON","MITSUB","Station Wagon","F",50,"50-59","Drivers"
"T20190019726","9/10/19",09:42:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,999,"B",2001,"SEDAN","NISSAN","Car","F",24,"22-25","Drivers"
"T20190019727","9/10/19",11:30:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,80,"A",2007,"SEDAN","MAZDA","Car","F",24,"22-25","Drivers"
"T20190019728","3/10/19",15:14:00,"Collision with vehicle","Thursday","Day",2,5,"Not at intersection",3,70,"A",2010,"SEDAN","NISSAN","Car","M",30,"30-39","Drivers"
"T20190019728","3/10/19",15:14:00,"Collision with vehicle","Thursday","Day",2,5,"Not at intersection",3,70,"B",2013,"WAGON","TOYOTA","Station Wagon","F",41,"40-49","Drivers"
"T20190019729","9/10/19",10:05:00,"Collision with vehicle","Wednesday","Day",2,1,"Not at intersection",3,50,"A",1999,"SEDAN","FORD","Car","M",90,"70+","Drivers"
"T20190019733","9/10/19",12:45:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,100,"A",1994,"WAGON","MITSUB","Station Wagon","M",71,"70+","Drivers"
"T20190019734","4/10/19",19:15:00,"Collision with vehicle","Friday","Unknown",2,2,"Cross intersection",3,999,"A",2005,"SEDAN","MAZDA","Car","M",25,"22-25","Drivers"
"T20190019734","4/10/19",19:15:00,"Collision with vehicle","Friday","Unknown",2,2,"Cross intersection",3,999,"B",2005,"SEDAN","SUBARU","Car","F",26,"26-29","Drivers"
"T20190019735","9/10/19",13:15:00,"Collision with a fixed object","Wednesday","Day",1,4,"T intersection",3,80,"A",2005,"SEDAN","TOYOTA","Car","F",18,"17-21","Drivers"
"T20190019736","6/10/19",16:50:00,"Collision with vehicle","Sunday","Day",3,3,"Cross intersection",3,50,"B",2006,"SEDAN","HONDA","Car","F",60,"60-64","Drivers"
"T20190019736","6/10/19",16:50:00,"Collision with vehicle","Sunday","Day",3,3,"Cross intersection",3,50,"D",0,"SED","HYUNDA","Car","F",20,"17-21","Drivers"
"T20190019738","9/10/19",12:20:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"A",2006,"VAN","HINO","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",46,"40-49","Drivers"
"T20190019739","9/10/19",13:10:00,"Collision with a fixed object","Wednesday","Day",2,3,"Not at intersection",3,110,"A",1993,"SEDAN","TOYOTA","Car","F",46,"40-49","Drivers"
"T20190019740","9/10/19",14:39:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"A",1999,"SEDAN","NISSAN","Car","F",69,"64-69","Drivers"
"T20190019740","9/10/19",14:39:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"B",2013,"SEDAN","HYNDAI","Car","F",18,"17-21","Drivers"
"T20190019741","3/10/19",15:30:00,"Collision with vehicle","Thursday","Day",3,3,"T intersection",3,999,"A",2015,"SEDAN","KIA","Car","F",34,"30-39","Drivers"
"T20190019741","3/10/19",15:30:00,"Collision with vehicle","Thursday","Day",3,3,"T intersection",3,999,"B",2012,"SEDAN","MAZDA","Car","F",58,"50-59","Drivers"
"T20190019741","3/10/19",15:30:00,"Collision with vehicle","Thursday","Day",3,3,"T intersection",3,999,"C",2018,"WAGON","AUDI","Station Wagon","F",30,"30-39","Drivers"
"T20190019742","8/10/19",17:30:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,60,"A",2019,"SEDAN","HONDA","Car","M",21,"17-21","Drivers"
"T20190019744","9/10/19",14:40:00,"Collision with vehicle","Wednesday","Day",2,3,"T intersection",2,40,"A",2018,"SEDAN","SKODA","Car","M",37,"30-39","Drivers"
"T20190019747","9/10/19",15:26:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,80,"A",2001,"UTIL","HOLDEN","Utility","M",23,"22-25","Drivers"
"T20190019747","9/10/19",15:26:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,80,"B",2017,"WAGON","SUZUKI","Station Wagon","F",52,"50-59","Drivers"
"T20190019749","9/10/19",16:38:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,100,"A",2012,"SEDAN","SUZUKI","Car","M",61,"60-64","Drivers"
"T20190019750","1/10/19",10:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,999,"A",2018,"SEDAN","LEXUS","Car","F",58,"50-59","Drivers"
"T20190019750","1/10/19",10:30:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,999,"B",2009,"S WAG","HOLDEN","Station Wagon","F",22,"22-25","Drivers"
"T20190019751","9/10/19",16:15:00,"Collision with vehicle","Wednesday","Day",4,6,"Not at intersection",3,999,"A",2003,"WAGON","HONDA","Station Wagon","M",27,"26-29","Drivers"
"T20190019751","9/10/19",16:15:00,"Collision with vehicle","Wednesday","Day",4,6,"Not at intersection",3,999,"B",2016,"WAGON","NISSAN","Station Wagon","F",34,"30-39","Drivers"
"T20190019751","9/10/19",16:15:00,"Collision with vehicle","Wednesday","Day",4,6,"Not at intersection",3,999,"C",2011,"BUS","TOYOTA","Bus/Coach","M",45,"40-49","Drivers"
"T20190019751","9/10/19",16:15:00,"Collision with vehicle","Wednesday","Day",4,6,"Not at intersection",3,999,"D",2006,"COUPE","M MOVE","Car","F",24,"22-25","Drivers"
"T20190019753","9/10/19",14:39:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,40,"B",2019,"S WAG","B M W","Station Wagon","F",59,"50-59","Drivers"
"T20190019756","7/9/19",01:54:00,"Collision with vehicle","Saturday","Dark Street lights on",2,1,"T intersection",3,50,"A",2004,"SEDAN","MAZDA","Car","M",18,"17-21","Drivers"
"T20190019758","8/10/19",08:35:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,999,"A",2012,"SEDAN","TOYOTA","Car","F",48,"40-49","Drivers"
"T20190019758","8/10/19",08:35:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,999,"B",2007,"SEDAN","HOLDEN","Car","M",62,"60-64","Drivers"
"T20190019761","2/10/19",21:20:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"A",2004,"SEDAN","MAZDA","Car","F",26,"26-29","Drivers"
"T20190019763","5/9/19",17:10:00,"Collision with vehicle","Thursday","Unknown",2,2,"T intersection",3,999,"A",1928,"RDSTR","FORD","Car","M",53,"50-59","Drivers"
"T20190019763","5/9/19",17:10:00,"Collision with vehicle","Thursday","Unknown",2,2,"T intersection",3,999,"B",2019,"TRAY","HINO","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",31,"30-39","Drivers"
"T20190019765","9/10/19",18:20:00,"Collision with vehicle","Wednesday","Day",2,3,"T intersection",3,60,"A",2014,"WAGON","HYNDAI","Station Wagon","F",36,"30-39","Drivers"
"T20190019765","9/10/19",18:20:00,"Collision with vehicle","Wednesday","Day",2,3,"T intersection",3,60,"B",2009,"SEDAN","HOLDEN","Car","F",49,"40-49","Drivers"
"T20190019766","9/10/19",14:19:00,"Collision with vehicle","Wednesday","Day",2,4,"Not at intersection",3,60,"A",2007,"SEDAN","KIA","Car","F",40,"40-49","Drivers"
"T20190019766","9/10/19",14:19:00,"Collision with vehicle","Wednesday","Day",2,4,"Not at intersection",3,60,"B",2017,"S WAG","NISSAN","Station Wagon","F",35,"30-39","Drivers"
"T20190019768","9/10/19",20:50:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,4,"Cross intersection",3,50,"A",2010,"SED","FORD","Car","F",47,"40-49","Drivers"
"T20190019768","9/10/19",20:50:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,4,"Cross intersection",3,50,"B",2009,"SEDAN","HYNDAI","Car","M",19,"17-21","Drivers"
"T20190019769","9/10/19",20:20:00,"Collision with a fixed object","Wednesday","Dark No street lights",1,2,"Not at intersection",3,60,"A",2009,"SEDAN","VOLKS","Car","F",19,"17-21","Drivers"
