"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","LGA_NAME","REGION_NAME","Lat","Long","Surface Cond Desc","Atmosph Cond Desc"
"T20190006916","10/4/19",22:15:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"Cross intersection",2,60,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.99875694,145.2087755,"Dry","Clear"
"T20190006921","12/4/19",01:15:00,"Collision with a fixed object","Friday","Dark Street lights on",1,5,"Cross intersection",1,50,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.37676143,144.8416931,"Dry","Clear"
"T20190006922","11/4/19",22:10:00,"Vehicle overturned (no collision)","Thursday","Dark Street lights on",1,1,"Not at intersection",3,70,"WHITEHORSE","METROPOLITAN SOUTH EAST REGION",-37.85110368,145.1234893,"Dry","Clear"
"T20190006923","12/4/19",07:40:00,"Struck Pedestrian","Friday","Day",1,2,"Not at intersection",3,60,"BAW BAW","EASTERN REGION",-38.12703985,145.8467206,"Dry","Clear"
"T20190006924","12/4/19",06:40:00,"No collision and no object struck","Friday","Day",2,2,"Not at intersection",3,100,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.95739005,145.2215599,"Dry","Clear"
"T20190006926","8/4/19",17:50:00,"No collision and no object struck","Monday","Dusk/Dawn",1,1,"Not at intersection",3,888,"GANNAWARRA","NORTHERN REGION",-35.83780801,144.3165846,"Dry","Clear"
"T20190006929","12/4/19",06:45:00,"collision with some other object","Friday","Dark No street lights",2,2,"Not at intersection",3,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.77983994,145.2332802,"Dry","Clear"
"T20190006934","4/4/19",16:20:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,50,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.89611148,145.2939167,"Dry","Clear"
"T20190006938","12/4/19",07:55:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"BALLARAT","WESTERN REGION",-37.52275245,143.8446895,"Dry","Clear"
"T20190006940","12/4/19",11:00:00,"Collision with vehicle","Friday","Day",2,3,"T intersection",3,70,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.83880611,144.8256286,"Dry","Clear"
"T20190006941","12/4/19",10:53:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.81228152,144.9622574,"Dry","Clear"
"T20190006942","12/4/19",08:30:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.82515536,145.0906309,"Unknown","Not known"
"T20190006944","12/4/19",06:20:00,"Collision with vehicle","Friday","Day",3,3,"T intersection",1,60,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.70335632,144.9154644,"Dry","Clear"
"T20190006945","11/4/19",17:30:00,"Collision with vehicle","Thursday","Day",3,4,"Not at intersection",2,60,"GEELONG","SOUTH WESTERN REGION",-38.10244215,144.3450074,"Dry","Clear"
"T20190006947","12/4/19",14:25:00,"Collision with vehicle","Friday","Day",2,3,"Cross intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.08522947,144.3673946,"Wet","Raining"
"T20190006948","12/4/19",13:40:00,"Collision with vehicle","Friday","Day",2,2,"Cross intersection",3,60,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.07158538,145.194786,"Dry","Clear"
"T20190006949","11/4/19",16:00:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",2,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.77270039,144.9793336,"Dry","Clear"
"T20190006950","12/4/19",11:40:00,"Collision with vehicle","Friday","Day",2,4,"Not at intersection",3,60,"GEELONG","SOUTH WESTERN REGION",-38.10155936,144.3451746,"Dry","Clear"
"T20190006951","12/4/19",13:55:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.84159727,145.2633016,"Dry","Clear"
"T20190006955","11/4/19",12:15:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,70,"HUME","METROPOLITAN NORTH WEST REGION",-37.70352074,144.8833464,"Dry","Clear"
"T20190006956","12/4/19",16:40:00,"Collision with vehicle","Friday","Day",4,5,"Not at intersection",2,70,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.11697779,145.1924727,"Dry","Clear"
"T20190006957","10/4/19",09:25:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,999,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.05877078,145.2630209,"Dry","Clear"
"T20190006958","12/4/19",16:15:00,"Collision with vehicle","Friday","Day",4,4,"Not at intersection",3,40,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.74955644,144.8317294,"Dry","Clear"
"T20190006962","12/4/19",17:01:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"BANYULE","METROPOLITAN NORTH WEST REGION",-37.70100063,145.1219241,"Dry","Clear"
"T20190006964","12/4/19",16:14:00,"Struck Pedestrian","Friday","Day",1,2,"T intersection",2,60,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.03294347,145.3434715,"Dry","Clear"
"T20190006966","12/4/19",18:30:00,"Collision with vehicle","Friday","Dark Street lights on",2,3,"Cross intersection",3,60,"GEELONG","SOUTH WESTERN REGION",-38.14743713,144.3527539,"Dry","Clear"
"T20190006967","12/4/19",19:00:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"T intersection",2,70,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.36243918,144.786263,"Dry","Clear"
"T20190006968","12/4/19",16:48:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",3,80,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.81631935,144.8506397,"Dry","Clear"
"T20190006970","12/4/19",16:50:00,"Collision with vehicle","Friday","Day",4,4,"Not at intersection",3,80,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.71082945,144.8270503,"Dry","Clear"
"T20190006971","12/4/19",18:05:00,"Struck Pedestrian","Friday","Day",1,2,"T intersection",3,999,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.67979552,145.0094265,"Dry","Clear"
"T20190006973","12/4/19",15:34:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",2,80,"EAST GIPPSLAND","EASTERN REGION",-37.39355164,147.834892,"Dry","Clear"
"T20190006974","12/4/19",17:56:00,"Collision with vehicle","Friday","Dusk/Dawn",3,3,"Not at intersection",2,100,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.69866649,144.8973469,"Dry","Clear"
"T20190006975","12/4/19",17:05:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",3,60,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.87904624,145.3763013,"Dry","Clear"
"T20190006980","12/4/19",17:00:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,50,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.83555115,144.6611691,"Dry","Clear"
"T20190006981","12/4/19",20:00:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"Not at intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.88331371,144.6819915,"Dry","Clear"
"T20190006982","12/4/19",20:25:00,"Collision with vehicle","Friday","Dark Street lights on",2,5,"Cross intersection",2,40,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.74259896,145.0032935,"Dry","Clear"
"T20190006984","12/4/19",19:30:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"Cross intersection",3,70,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.93187068,145.0257275,"Dry","Clear"
"T20190006986","12/4/19",20:40:00,"Collision with vehicle","Friday","Dark Street lights on",3,3,"Cross intersection",3,80,"FRANKSTON","METROPOLITAN SOUTH EAST REGION",-38.10529829,145.1676262,"Dry","Clear"
"T20190006991","12/4/19",18:35:00,"Collision with vehicle","Friday","Dark No street lights",2,5,"Not at intersection",3,110,"MITCHELL","NORTHERN REGION",-37.29591995,145.054447,"Dry","Clear"
"T20190006992","12/4/19",19:18:00,"Collision with vehicle","Friday","Dark No street lights",2,5,"Not at intersection",3,110,"MITCHELL","NORTHERN REGION",-37.2821791,145.0557539,"Dry","Clear"
"T20190006997","13/4/19",00:30:00,"Collision with vehicle","Saturday","Dark Street lights on",2,2,"Not at intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.82686378,145.0086793,"Dry","Clear"
"T20190006999","14/2/19",15:00:00,"Fall from or in moving vehicle","Thursday","Day",1,1,"T intersection",3,50,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.89636647,145.2365928,"Dry","Clear"
"T20190007002","13/4/19",07:30:00,"Collision with vehicle","Saturday","Dusk/Dawn",2,2,"Not at intersection",3,80,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.25138051,145.0364838,"Dry","Clear"
"T20190007003","26/3/19",15:30:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,999,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.84748311,144.9986579,"Unknown","Clear"
"T20190007004","12/4/19",11:08:00,"Collision with vehicle","Friday","Day",2,3,"Cross intersection",2,50,"COLAC OTWAY","SOUTH WESTERN REGION",-38.34416401,143.5804525,"Dry","Clear"
"T20190007006","13/4/19",06:30:00,"Collision with a fixed object","Saturday","Dusk/Dawn",1,1,"Not at intersection",2,100,"LODDON","NORTHERN REGION",-36.61692605,143.7310334,"Dry","Not known"
"T20190007008","13/4/19",10:22:00,"Collision with vehicle","Saturday","Day",2,3,"T intersection",3,60,"MELTON","METROPOLITAN NORTH WEST REGION",-37.68378275,144.5755474,"Dry","Clear"
"T20190007009","13/4/19",10:20:00,"Collision with vehicle","Saturday","Day",3,3,"T intersection",3,70,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.90960076,145.0860299,"Dry","Clear"
"T20190007010","9/4/19",11:00:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.17538246,144.3794521,"Dry","Clear"
"T20190007013","10/4/19",16:00:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.21090412,145.4690699,"Dry","Clear"
"T20190007014","13/4/19",11:20:00,"Collision with vehicle","Saturday","Day",2,3,"Cross intersection",3,100,"MOORABOOL","WESTERN REGION",-37.75319355,144.4431354,"Dry","Clear"
"T20190007020","13/4/19",12:10:00,"Collision with vehicle","Saturday","Day",2,4,"T intersection",3,999,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.96336397,145.3418847,"Dry","Clear"
"T20190007022","4/4/19",18:40:00,"Struck animal","Thursday","Dusk/Dawn",1,1,"Not at intersection",3,80,"BENDIGO","NORTHERN REGION",-36.84201655,144.2797782,"Dry","Clear"
"T20190007023","13/4/19",08:00:00,"Collision with a fixed object","Saturday","Day",1,2,"Not at intersection",3,100,"BULOKE","NORTHERN REGION",-36.25979071,143.0319463,"Dry","Clear"
"T20190007025","13/4/19",12:19:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",2,100,"MELTON","METROPOLITAN NORTH WEST REGION",-37.79337152,144.7510951,"Dry","Clear"
"T20190007026","12/4/19",20:00:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"T intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.83191152,144.9968138,"Dry","Clear"
"T20190007027","13/4/19",14:47:00,"Collision with vehicle","Saturday","Day",2,1,"Not at intersection",3,50,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.97911261,145.035288,"Dry","Clear"
"T20190007030","12/4/19",07:30:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"T intersection",3,60,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.3671262,144.8760704,"Dry","Clear"
"T20190007033","13/4/19",14:22:00,"Collision with vehicle","Saturday","Day",2,4,"Not at intersection",3,100,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.68618647,145.0559797,"Dry","Clear"
"T20190007034","13/4/19",15:03:00,"Collision with vehicle","Saturday","Day",2,3,"Not at intersection",2,50,"MELTON","METROPOLITAN NORTH WEST REGION",-37.72949362,144.7427295,"Dry","Clear"
"T20190007041","13/4/19",14:15:00,"Collision with vehicle","Saturday","Day",2,3,"T intersection",3,80,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.86961055,145.2377164,"Unknown","Not known"
"T20190007044","13/4/19",17:30:00,"Collision with a fixed object","Saturday","Dark No street lights",1,1,"Not at intersection",2,100,"BENDIGO","NORTHERN REGION",-36.7497575,144.6097569,"Dry","Clear"
"T20190007047","13/4/19",17:44:00,"Struck Pedestrian","Saturday","Dusk/Dawn",1,2,"Not at intersection",3,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.79585097,144.9521112,"Dry","Clear"
"T20190007051","13/4/19",15:53:00,"Collision with vehicle","Saturday","Day",2,2,"T intersection",2,80,"HUME","METROPOLITAN NORTH WEST REGION",-37.69028508,144.9643733,"Dry","Clear"
"T20190007052","13/4/19",22:27:00,"Vehicle overturned (no collision)","Saturday","Dark Street lights on",1,4,"T intersection",2,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.78457795,145.2076924,"Dry","Clear"
"T20190007054","13/4/19",23:55:00,"Collision with vehicle","Saturday","Dark Street lights on",2,1,"Not at intersection",2,60,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.05561934,145.288732,"Dry","Clear"
"T20190007057","14/4/19",02:30:00,"Collision with a fixed object","Sunday","Dark Street lights on",1,1,"Not at intersection",2,60,"MANNINGHAM","METROPOLITAN SOUTH EAST REGION",-37.74940985,145.26847,"Dry","Fog"
"T20190007059","14/4/19",02:15:00,"Collision with vehicle","Sunday","Dark Street lights on",2,3,"Not at intersection",3,60,"WARRNAMBOOL","SOUTH WESTERN REGION",-38.39596591,142.4732216,"Dry","Clear"
"T20190007062","14/4/19",02:30:00,"Struck Pedestrian","Sunday","Dark Street lights on",1,2,"Not at intersection",2,50,"LATROBE","EASTERN REGION",-38.1943813,146.5373498,"Dry","Clear"
"T20190007063","13/4/19",14:30:00,"Collision with vehicle","Saturday","Day",2,4,"Cross intersection",2,100,"CARDINIA","METROPOLITAN SOUTH EAST REGION",-38.15523364,145.6757456,"Dry","Clear"
"T20190007066","12/4/19",19:20:00,"Collision with vehicle","Friday","Dark Street lights on",2,3,"Cross intersection",3,60,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.76316596,144.7897546,"Dry","Clear"
"T20190007067","13/4/19",15:50:00,"Collision with vehicle","Saturday","Day",2,2,"Not at intersection",3,80,"BASS COAST","EASTERN REGION",-38.40730944,145.5305563,"Dry","Clear"
"T20190007070","14/4/19",09:21:00,"Collision with vehicle","Sunday","Day",2,4,"Cross intersection",3,60,"CAMPASPE","NORTHERN REGION",-36.31352594,145.0407411,"Dry","Clear"
"T20190007071","14/4/19",09:50:00,"Struck Pedestrian","Sunday","Day",1,2,"Cross intersection",2,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80575168,144.977207,"Dry","Clear"
"T20190007072","14/4/19",10:50:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.80953754,144.9756514,"Dry","Clear"
"T20190007074","14/4/19",10:05:00,"Collision with vehicle","Sunday","Day",3,9,"T intersection",3,60,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80903292,144.9855755,"Dry","Clear"
"T20190007075","14/4/19",07:26:00,"Collision with vehicle","Sunday","Dusk/Dawn",2,5,"T intersection",2,100,"WELLINGTON","EASTERN REGION",-38.11930786,146.8602343,"Dry","Clear"
"T20190007076","14/4/19",09:30:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,60,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80074263,145.0021695,"Dry","Clear"
"T20190007077","14/4/19",10:56:00,"Struck Pedestrian","Sunday","Day",1,4,"Cross intersection",2,50,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.80259479,144.9455314,"Dry","Clear"
"T20190007078","13/4/19",18:22:00,"Collision with vehicle","Saturday","Dark Street lights on",2,4,"Not at intersection",3,60,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.01837299,145.2708071,"Dry","Clear"
"T20190007079","14/4/19",10:45:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",2,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.62878862,144.7941208,"Dry","Clear"
"T20190007084","2/4/19",10:40:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.14950205,144.3285131,"Dry","Clear"
"T20190007085","30/3/19",11:45:00,"Collision with vehicle","Saturday","Unknown",2,2,"T intersection",3,999,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.7955544,145.2571107,"Dry","Clear"
"T20190007087","14/4/19",11:10:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",2,80,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-37.98138958,145.1101361,"Dry","Clear"
"T20190007088","14/4/19",11:30:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,70,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.86287853,145.0194325,"Dry","Clear"
"T20190007090","14/4/19",12:29:00,"Collision with vehicle","Sunday","Day",3,1,"Not at intersection",3,50,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.87874015,145.0576713,"Dry","Clear"
"T20190007091","14/4/19",12:18:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,50,"COLAC OTWAY","SOUTH WESTERN REGION",-38.33749692,143.5723831,"Dry","Clear"
"T20190007093","1/1/19",08:00:00,"No collision and no object struck","Tuesday","Day",1,2,"Not at intersection",3,50,"PYRENEES","WESTERN REGION",-37.43414126,143.3773498,"Dry","Clear"
"T20190007094","14/4/19",13:59:00,"Collision with a fixed object","Sunday","Day",2,2,"Not at intersection",2,70,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.78678004,145.0254665,"Dry","Clear"
"T20190007096","14/4/19",14:00:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.80715631,145.033316,"Dry","Clear"
"T20190007097","4/4/19",10:40:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.14356207,144.3357893,"Dry","Clear"
"T20190007098","14/4/19",11:00:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,80,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.78084906,145.0787054,"Dry","Clear"
"T20190007099","10/4/19",14:50:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.8725398,144.7488416,"Dry","Clear"
"T20190007101","14/4/19",15:00:00,"Collision with vehicle","Sunday","Day",2,4,"Dead end",2,80,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.0025103,145.2433148,"Dry","Clear"
"T20190007102","14/4/19",16:10:00,"Vehicle overturned (no collision)","Sunday","Day",1,2,"Not at intersection",2,100,"INDIGO","NORTH EASTERN REGION",-36.26053003,147.0762681,"Dry","Clear"
"T20190007103","14/4/19",14:38:00,"Collision with vehicle","Sunday","Day",2,3,"Cross intersection",2,999,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.04399703,145.3414662,"Dry","Clear"
"T20190007106","14/4/19",13:49:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,60,"LATROBE","EASTERN REGION",-38.18396017,146.2928401,"Dry","Clear"
"T20190007110","14/4/19",16:50:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.96666491,145.194288,"Dry","Clear"
"T20190007112","14/4/19",16:30:00,"Fall from or in moving vehicle","Sunday","Day",1,3,"T intersection",2,60,"GEELONG","SOUTH WESTERN REGION",-38.0910386,144.3239103,"Dry","Clear"
"T20190007113","14/4/19",13:10:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",1,100,"LODDON","NORTHERN REGION",-36.22471996,143.9556213,"Dry","Clear"
"T20190007114","11/4/19",18:00:00,"Collision with vehicle","Thursday","Unknown",2,2,"Cross intersection",3,60,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.75568111,144.9659953,"Dry","Clear"
"T20190007116","14/4/19",20:03:00,"Collision with vehicle","Sunday","Dark Street lights on",2,2,"Not at intersection",2,40,"PORT PHILLIP","METROPOLITAN NORTH WEST REGION",-37.83014207,144.9574291,"Dry","Clear"
"T20190007118","14/4/19",19:30:00,"Collision with vehicle","Sunday","Dark No street lights",2,8,"Not at intersection",2,40,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.8271876,144.6551318,"Dry","Clear"
"T20190007124","14/4/19",22:20:00,"Collision with vehicle","Sunday","Dark Street lights off",2,3,"T intersection",2,80,"HUME","METROPOLITAN NORTH WEST REGION",-37.65760342,144.9267836,"Dry","Clear"
